Resource_ID,Resource_Name,Resource_Type,Cloud_Provider,Region,Creation_Date,Hourly_Cost,CPU_Utilization_Pct,Memory_Usage_GB,Resource_Status,Owner_Email
RES-02892,prod-app-server-2892,Blob Storage,gcp,us-east-1,2024-04-06 00:00:00,1.6726,36.2,128,Terminated,alpha_ops
RES-02893,dev_test_node_2893,Serverless Function,AWS ,unknown,2024-05-06 00:00:00,10.8981,82.19,32,DELETED,NaN
RES-02894,prod-app-server-2894,Lambda,azure,us-west-2,2026-15-45,1.7871,,32,CRITICAL,alpha_ops
RES-02895,dev_test_node_2895,K8s,azure,us-east-1,2024-01-25 00:00:00,8.175,71.6,32,active,NaN
RES-02896,  prod-app-server-2896  ,  VM  ,Google Cloud,  us-east-1 ,2024-06-17 00:00:00,3.6261,6.72,,decline,NaN
RES-02897,dev_test_node_2897,SQL Database,Azure,eu-west-1,2026-01-18 00:00:00,4.5594,9.84,16,Stopped,john.doe@company.com
RES-02898,prod-app-server-2898,Virtual Machine,Google Cloud,ap-south-1,2024-01-24 00:00:00,6.4426,11.92,64,,beta_dev@company.com
RES-02899,dev_test_node_2899,virtual_machine,aws,ap-south-1,2026-03-08 00:00:00,4.0614,34.66,32,Running,team_alpha@company.com
RES-02900,prod-app-server-2900,Database,Azure,us-west-2,2025-08-13 00:00:00,1.8808,54.75,128,RUNNING,unknown
res-02901,  dev_test_node_2901  ,Serverless Function,gcp,  us-east-1 ,2024-10-18 00:00:00,0.4095,24.76,4,Stopped,alpha_ops
RES-02902,prod-app-server-2902,Virtual Machine,AWS ,unknown,,11.083,37.68,32,Active,NaN
RES-02903,dev_test_node_2903,Lambda,Azure  ,US-East,2025-01-13 00:00:00,9.656,35.88%,32,CRITICAL,NaN
RES-02904,prod-app-server-2904,,aws,eu-west-1,2026-03-13 00:00:00,7.209,78.48,128,DELETED,beta_dev@company.com
RES-02905,dev_test_node_2905,  VM  ,AWS,unknown,2024-01-15 00:00:00,5.0534,6.07,32,Error,alpha_ops
RES-02906,prod-app-server-2906,virtual_machine,Azure  ,eu-west-1,2025-05-17 00:00:00,1.2898,77.8,128,RUNNING,NaN
RES-02907,dev_test_node_2907,SQL Database,GCP,us-west-2,2024-04-06 00:00:00,4.6195,97.62,4,Error,alpha_ops
RES-02908,prod-app-server-2908,SQL Database,azure,eu-west-1,2024-01-11 00:00:00,2.0775,92.38,4,Stopped,alpha_ops
RES-02909,dev_test_node_2909,  VM  ,aws,unknown,2025-07-27 00:00:00,5.9437,97.94,32,Terminated,john.doe@company.com
RES-02910,prod-app-server-2910,Blob Storage,Azure  ,us-west-2,2025-06-05 00:00:00,0.5496,53.38,256,Stopped,john.doe@company.com
RES-02911,dev_test_node_2911,S3 Bucket,AWS ,us-east-1,2025-10-06 00:00:00,3.6599,61.71,2,Error,beta_dev@company.com
RES-02912,prod-app-server-2912,Lambda,aws,unknown,2025-06-04 00:00:00,3.018,33.29,64,stopped,NaN
RES-02913,dev_test_node_2913,Serverless Function,AWS,unknown,2025-02-02 00:00:00,0.5835,33.35,,Terminated,NaN
RES-02914,prod-app-server-2914,Lambda,GCP,US-East,2024-10-27 00:00:00,0.6998,35.51,256,decline,beta_dev@company.com
RES-02915,dev_test_node_2915,Kubernetes Cluster,Azure,us-west-2,2026-15-45,7.43,44.39,8,decline,system_admin
RES-02916,prod-app-server-2916,virtual_machine,Azure,us-west-2,30/09/2025,4.0099,25.29,8,Terminated,john.doe@company.com
RES-02917,dev_test_node_2917,VM,Google Cloud,  us-east-1 ,2025-10-21 00:00:00,6.7956,30.34,8,decline,beta_dev@company.com
RES-02918,prod-app-server-2918,Lambda,GCP,ap-south-1,2025-08-20 00:00:00,6.3589,52.59,4,stopped,john.doe@company.com
RES-02919,dev_test_node_2919,STORAGE_BUCKET,Azure,us-east-1,2024-11-05 00:00:00,5.9812,86.65,256,Stopped,system_admin
RES-02920,prod-app-server-2920,Database,azure,us-east-1,2025-01-08 00:00:00,9.7933,30.14,2,Active,NULL
RES-02921,dev_test_node_2921,Serverless Function,AWS ,ap-south-1,2025-05-09 00:00:00,4.4531,89.6,64,Error,john.doe@company.com
RES-02922,prod-app-server-2922,  VM  ,AWS,us-west-2,2025-08-29 00:00:00,8.4395,60.55,256,RUNNING,alpha_ops
RES-02923,dev_test_node_2923,VM,Azure,unknown,2025-02-14 00:00:00,10.9924,38.02,8,Error,
RES-02924,prod-app-server-2924,Database,Azure,us-east-1,2024-01-24 00:00:00,7.9794,41.6,32,Error,john.doe@company.com
RES-02925,dev_test_node_2925,STORAGE_BUCKET,GCP,eu-west-1,2025-07-31 00:00:00,6.142,42.27,2,stopped,team_alpha@company.com
RES-02926,prod-app-server-2926,virtual_machine,NULL,unknown,2025-07-27 00:00:00,11.2298,96.03,64,decline,team_alpha@company.com
RES-02927,dev_test_node_2927,STORAGE_BUCKET,azure,US-East,2025-01-13 00:00:00,11.5207,25.57,64,Active,system_admin
RES-02928,prod-app-server-2928,Kubernetes Cluster,aws,  us-east-1 ,2026-05-18 00:00:00,1.7352,59.54,256,CRITICAL,team_alpha@company.com
RES-02929,dev_test_node_2929,Lambda,Azure  ,ap-south-1,2025-03-05 00:00:00,5.3666,43.78,2,stopped,unknown
RES-02930,prod-app-server-2930,S3 Bucket,Azure  ,ap-south-1,2025-09-19 00:00:00,10.5857,30.48,4,active,unknown
RES-02931,dev_test_node_2931,Database,Azure,NaN,2024-04-14 00:00:00,6.5726,52.05,16,Active,beta_dev@company.com
RES-02932,prod-app-server-2932,virtual_machine,AWS ,unknown,2024-12-18 00:00:00,9.7344,92.24,16,active,alpha_ops
RES-02933,dev_test_node_2933,STORAGE_BUCKET,azure,US-East,2026-03-24 00:00:00,5.515,58.47,128,Active,
RES-02934,prod-app-server-2934,Blob Storage,AWS ,eu-west-1,2026-03-22 00:00:00,8.0877,78.05,256,active,NULL
RES-02935,dev_test_node_2935,virtual_machine,aws,  us-east-1 ,2024-01-20 00:00:00,7.467,97.52,4,Active,team_alpha@company.com
RES-02936,prod-app-server-2936,VM,Azure  ,  us-east-1 ,2025-10-16 00:00:00,6.0635,24.43,64,Active,unknown
RES-02937,dev_test_node_2937,Database,GCP,unknown,2024-12-24 00:00:00,3.5471,19.99,256,DELETED,beta_dev@company.com
RES-02938,prod-app-server-2938,Database,aws,ap-south-1,2025-01-31 00:00:00,9.3237,5.54,4,stopped,NaN
RES-02939,dev_test_node_2939,SQL Database,aws,  us-east-1 ,2026-05-27 00:00:00,11.4006,53.41,2,DELETED,alpha_ops
RES-02940,prod-app-server-2940,virtual_machine,Google Cloud,us-west-2,2025-07-22 00:00:00,0.9463,89.47,64,active,john.doe@company.com
RES-02941,dev_test_node_2941,STORAGE_BUCKET,GCP,eu-west-1,2024-07-07 00:00:00,0.3605,86.06,8,Active,team_alpha@company.com
RES-02942,prod-app-server-2942,virtual_machine,Azure  ,  us-east-1 ,2025-09-24 00:00:00,11.3971,52.97,,active,NaN
RES-02943,dev_test_node_2943,Database,gcp,us-east-1,2025-07-01 00:00:00,1.413,14.51,128,Error,alpha_ops
RES-02944,prod-app-server-2944,Kubernetes Cluster,GCP,US-East,2024-12-10 00:00:00,0.4997,55.45,64,decline,john.doe@company.com
RES-02945,  dev_test_node_2945  ,Database,gcp,  us-east-1 ,2025-09-14 00:00:00,10.798,49.19,64,Active,beta_dev@company.com
RES-02946,prod-app-server-2946,VM,Azure,  us-east-1 ,2024-10-19 00:00:00,4.5779,6.11,256,DELETED,
RES-02947,dev_test_node_2947,Database,Azure,us-west-2,2024-07-14 00:00:00,3.9986,,2,RUNNING,NULL
RES-02948,prod-app-server-2948,K8s,AWS,ap-south-1,2026-01-11 00:00:00,6.6648,11.44,64,,system_admin
RES-02949,dev_test_node_2949,K8s,gcp,ap-south-1,2025-06-19 00:00:00,12.2614,21.79,16,Running,NULL
RES-02950,prod-app-server-2950,Blob Storage,aws,us-east-1,2025-06-07 00:00:00,7.7744,73.75,32,RUNNING,team_alpha@company.com
RES-02951,dev_test_node_2951,Blob Storage,aws,ap-south-1,2025-03-08 00:00:00,,55.59,64,RUNNING,john.doe@company.com
RES-02952,prod-app-server-2952,K8s,Google Cloud,us-east-1,2025-07-02 00:00:00,4.5084,81.14,256,DELETED,NaN
RES-02953,dev_test_node_2953,SQL Database,Azure  ,unknown,2025-08-11 00:00:00,6.3471,65.21,16,Terminated,alpha_ops
RES-02954,prod-app-server-2954,Blob Storage,AWS ,eu-west-1,10/02/2025,9.9376,56.62,16,Stopped,unknown
RES-02955,dev_test_node_2955,Storage Bucket,Azure,  us-east-1 ,2024-03-13 00:00:00,4.5548,9.79,64,RUNNING,beta_dev@company.com
RES-02956,prod-app-server-2956,Kubernetes Cluster,AWS,  us-east-1 ,02/06/2024,3.193,14.53,32,RUNNING,team_alpha@company.com
RES-02957,dev_test_node_2957,Storage Bucket,Azure,us-west-2,2024-08-03 00:00:00,10.0275,13.31,8,Running,system_admin
RES-02958,prod-app-server-2958,,Azure,unknown,2025-03-21 00:00:00,7.6357,76.89,,Active,team_alpha@company.com
RES-02959,  dev_test_node_2959  ,Storage Bucket,Azure,unknown,2026-15-45,10.3142,33.84,4,RUNNING,beta_dev@company.com
RES-02960,prod-app-server-2960,virtual_machine,GCP,  us-east-1 ,2024-05-16 00:00:00,4.5258,23.96,8,Error,alpha_ops
RES-02961,dev_test_node_2961,VM,Google Cloud,us-west-2,2024-08-05 00:00:00,8.366,49.36,4,Error,NaN
RES-02962,  prod-app-server-2962  ,Storage Bucket,GCP,US-East,2026-01-31 00:00:00,9.4905,13.9,16,stopped,alpha_ops
RES-02963,dev_test_node_2963,SQL Database,Azure,us-east-1,2026-05-09 00:00:00,5.6621,14.95,128,RUNNING,unknown
RES-02964,prod-app-server-2964,Lambda,AWS ,unknown,2025-03-31 00:00:00,-2.28,63.38,128,stopped,
RES-02965,  dev_test_node_2965  ,virtual_machine,aws,unknown,2024-09-25 00:00:00,7.3755,22.89,64,stopped,team_alpha@company.com
RES-02966,prod-app-server-2966,Database,AWS,eu-west-1,2024-09-19 00:00:00,7.0993,18.82,2,Terminated,team_alpha@company.com
RES-02967,dev_test_node_2967,Serverless Function,AWS ,us-east-1,2026-05-18 00:00:00,1.7735,80.22,,Stopped,NULL
RES-02968,prod-app-server-2968,Virtual Machine,Azure  ,eu-west-1,2025-11-24 00:00:00,11.7632,80.99,2,decline,
RES-02969,dev_test_node_2969,Blob Storage,Google Cloud,ap-south-1,2025-12-15 00:00:00,9.4282,48.54,,RUNNING,system_admin
RES-02970,prod-app-server-2970,  VM  ,Azure  ,  us-east-1 ,2025-07-29 00:00:00,11.0805,12.73,8,Active,system_admin
RES-02971,dev_test_node_2971,Virtual Machine,AWS ,ap-south-1,2025-01-05 00:00:00,5.756,25.2,128,Terminated,beta_dev@company.com
RES-02972,prod-app-server-2972,Storage Bucket,AWS ,us-west-2,2024-08-25 00:00:00,11.1983,44.65,2,stopped,unknown
RES-02973,dev_test_node_2973,VM,Azure  ,eu-west-1,2024-04-17 00:00:00,1.5203,30.83,16,Active,
RES-02974,prod-app-server-2974,  VM  ,azure,  us-east-1 ,2026-15-45,11.5393,42.79,128,Running,
RES-02975,dev_test_node_2975,Database,AWS ,ap-south-1,2025-03-21 00:00:00,3.9034,21.4,2,active,john.doe@company.com
RES-02976,prod-app-server-2976,S3 Bucket,GCP,us-west-2,2025-03-10 00:00:00,11.1423,52.61,32,DELETED,unknown
RES-02977,  dev_test_node_2977  ,Lambda,azure,unknown,2024-08-13 00:00:00,3.6308,40.83,128,Terminated,john.doe@company.com
RES-02978,prod-app-server-2978,Storage Bucket,AWS ,us-west-2,2025-10-27 00:00:00,,94.23,64,CRITICAL,beta_dev@company.com
RES-02979,dev_test_node_2979,  VM  ,Google Cloud,  us-east-1 ,2024-12-19 00:00:00,7.1291,7.67,256,CRITICAL,
RES-02980,prod-app-server-2980,Serverless Function,GCP,unknown,2025-12-28 00:00:00,5.1284,48.01,,RUNNING,alpha_ops
RES-02981,dev_test_node_2981,  VM  ,aws,us-east-1,2025-07-12 00:00:00,9.9424,40.64,64,CRITICAL,unknown
RES-02982,prod-app-server-2982,STORAGE_BUCKET,NULL,US-East,2024-07-09 00:00:00,8.0253,42.96,32,Terminated,team_alpha@company.com
RES-02983,dev_test_node_2983,VM,Google Cloud,US-East,2024-12-17 00:00:00,1.9106,56.59,4,DELETED,system_admin
RES-02984,prod-app-server-2984,Serverless Function,azure,us-west-2,2025-12-14 00:00:00,4.2577,63.29,8,stopped,team_alpha@company.com
RES-02985,dev_test_node_2985,  VM  ,AWS,eu-west-1,2026-06-15 00:00:00,11.8168,65.4,128,stopped,alpha_ops
RES-02986,prod-app-server-2986,Database,AWS,unknown,2026-05-21 00:00:00,$1.7638,38.81,4,stopped,alpha_ops
RES-02987,dev_test_node_2987,K8s,AWS ,us-west-2,2026-05-16 00:00:00,3.486,89.84%,256,active,unknown
RES-02988,prod-app-server-2988,Storage Bucket,Google Cloud,US-East,2024-12-07 00:00:00,9.4236,65.78,8,Active,NaN
RES-02989,dev_test_node_2989,Kubernetes Cluster,GCP,eu-west-1,2025-03-30 00:00:00,8.5772,56.8,-16,RUNNING,NaN
RES-02990,prod-app-server-2990,Lambda,GCP,eu-west-1,2025-12-30 00:00:00,-5.82,18.44,2,,john.doe@company.com
RES-02991,dev_test_node_2991,,AWS ,us-east-1,2024-12-05 00:00:00,4.3298,80.85,16,Running,john.doe@company.com
RES-02992,prod-app-server-2992,Kubernetes Cluster,Google Cloud,US-East,2025-10-27 00:00:00,2.0817,84.35,16,Running,team_alpha@company.com
RES-02993,dev_test_node_2993,Serverless Function,Google Cloud,unknown,2025-05-18 00:00:00,5.9653,52.79%,256,Running,beta_dev@company.com
RES-02994,prod-app-server-2994,Serverless Function,Azure,unknown,2025-10-11 00:00:00,3.5225,98.48,256,decline,john.doe@company.com
RES-02995,dev_test_node_2995,STORAGE_BUCKET,AWS,  us-east-1 ,2025-02-25 00:00:00,4.726,64.83,64,CRITICAL,NULL
RES-02996,prod-app-server-2996,Database,Azure  ,unknown,2024-08-13 00:00:00,3.679,34.99,128,Error,NaN
RES-02997,dev_test_node_2997,virtual_machine,Azure  ,us-west-2,2025-02-07 00:00:00,5.0067,33.0,2,DELETED,alpha_ops
RES-02998,prod-app-server-2998,,AWS ,ap-south-1,2025-11-13 00:00:00,8.4355,87.64,128,Running,system_admin
RES-02999,dev_test_node_2999,SQL Database,AWS ,unknown,2025-09-03 00:00:00,10.0446,23.73,64,RUNNING,beta_dev@company.com
RES-03000,prod-app-server-3000,SQL Database,gcp,us-east-1,2024-08-06 00:00:00,12.3479,8.4,256,RUNNING,
RES-03001,dev_test_node_3001,Kubernetes Cluster,azure,us-west-2,2025-01-26 00:00:00,4.8119,77.52,8,Running,beta_dev@company.com
RES-03002,prod-app-server-3002,Database,azure,  us-east-1 ,2024-02-18 00:00:00,9.5092,,128,Error,system_admin
RES-03003,dev_test_node_3003,SQL Database,NULL,ap-south-1,2024-03-29 00:00:00,3.1732,67.01,128,DELETED,NaN
RES-03004,prod-app-server-3004,Serverless Function,AWS,unknown,2025-11-20 00:00:00,0.2717,12.22,32,DELETED,unknown
RES-03005,dev_test_node_3005,Database,GCP,us-west-2,2025-03-30 00:00:00,1.0327,20.56,16,,NaN
RES-03006,prod-app-server-3006,Serverless Function,GCP,us-west-2,07/02/2024,7.2841,42.59,4,Terminated,unknown
RES-03007,dev_test_node_3007,  VM  ,AWS ,us-west-2,,6.9246,83.61,8,DELETED,
RES-03008,prod-app-server-3008,S3 Bucket,AWS,  us-east-1 ,2025-06-24 00:00:00,7.1104,80.58,256,RUNNING,alpha_ops
RES-03009,dev_test_node_3009,Kubernetes Cluster,GCP,us-east-1,2025-08-06 00:00:00,11.1885,51.73,8,Error,beta_dev@company.com
RES-03010,prod-app-server-3010,Storage Bucket,Google Cloud,us-east-1,2026-03-25 00:00:00,8.8457,88.72,32,Error,
RES-03011,dev_test_node_3011,Virtual Machine,Google Cloud,eu-west-1,2024-10-13 00:00:00,9.8976,63.92,2,active,NULL
RES-03012,prod-app-server-3012,Database,AWS ,US-East,2025-09-24 00:00:00,2.7,26.22,4,DELETED,john.doe@company.com
RES-03013,dev_test_node_3013,Lambda,Google Cloud,us-east-1,2026-03-23 00:00:00,10.844,74.19,16,,unknown
RES-03014,prod-app-server-3014,SQL Database,gcp,US-East,2025-02-16 00:00:00,0.501,36.59,64,RUNNING,NULL
RES-03015,dev_test_node_3015,Lambda,Azure  ,unknown,2026-03-26 00:00:00,2.2081,89.65,8,active,team_alpha@company.com
RES-03016,prod-app-server-3016,STORAGE_BUCKET,Azure,us-east-1,2026-01-03 00:00:00,0.5839,21.31,256,DELETED,john.doe@company.com
RES-03017,dev_test_node_3017,Virtual Machine,aws,us-west-2,2024-05-12 00:00:00,0.8584,6.35,256,Stopped,team_alpha@company.com
RES-03018,prod-app-server-3018,Database,GCP,US-East,2024-08-19 00:00:00,2.4618,59.21,16,CRITICAL,beta_dev@company.com
RES-03019,dev_test_node_3019,Lambda,AWS,unknown,2026-04-30 00:00:00,5.7053,95.84,128,active,system_admin
RES-03020,prod-app-server-3020,K8s,GCP,eu-west-1,2026-01-07 00:00:00,1.399,,32,decline,beta_dev@company.com
RES-03021,dev_test_node_3021,Storage Bucket,aws,unknown,2026-06-10 00:00:00,12.3746,65.73,-16,Active,unknown
RES-03022,  prod-app-server-3022  ,virtual_machine,azure,us-west-2,2026-05-19 00:00:00,3.757,53.51,4,DELETED,system_admin
res-03023,dev_test_node_3023,Storage Bucket,GCP,  us-east-1 ,2025-05-12 00:00:00,9.4783,51.37,32,Error,NaN
RES-03024,prod-app-server-3024,Storage Bucket,aws,us-east-1,2025-09-03 00:00:00,$3.5304,46.57,8,stopped,system_admin
RES-03025,dev_test_node_3025,STORAGE_BUCKET,GCP,us-west-2,2024-07-27 00:00:00,9.5346,57.39,4,CRITICAL,NaN
RES-03026,prod-app-server-3026,Kubernetes Cluster,Google Cloud,us-east-1,2025-03-24 00:00:00,5.2189,6.86,256,Running,unknown
RES-03027,dev_test_node_3027,S3 Bucket,aws,us-east-1,2024-12-18 00:00:00,2.6529,14.04,8,Running,alpha_ops
RES-03028,prod-app-server-3028,Virtual Machine,AWS,NaN,2025-01-08 00:00:00,4.6737,220.93,64,decline,alpha_ops
RES-03029,dev_test_node_3029,Virtual Machine,GCP,ap-south-1,2025-03-26 00:00:00,4.15,25.98,32,Stopped,alpha_ops
RES-03030,prod-app-server-3030,STORAGE_BUCKET,Azure,unknown,2026-15-45,10.3189,18.03,2,RUNNING,beta_dev@company.com
RES-03031,dev_test_node_3031,Blob Storage,AWS ,us-east-1,2025-06-27 00:00:00,4.9205,139.2,16,Running,system_admin
RES-03032,prod-app-server-3032,  VM  ,Azure  ,US-East,2024-11-18 00:00:00,5.2648,26.75,2,Stopped,team_alpha@company.com
RES-03033,dev_test_node_3033,Lambda,gcp,US-East,2025-06-09 00:00:00,0.0501,16.73,2,DELETED,system_admin
RES-03034,prod-app-server-3034,  VM  ,azure,ap-south-1,2026-04-13 00:00:00,2.5665,74.29,64,RUNNING,unknown
RES-03035,dev_test_node_3035,Virtual Machine,Azure  ,us-east-1,2025-05-22 00:00:00,7.2111,47.07,16,Terminated,system_admin
RES-03036,prod-app-server-3036,K8s,aws,eu-west-1,2026-01-17 00:00:00,7.3742,26.11,,Error,NaN
RES-03037,dev_test_node_3037,VM,AWS,US-East,2026-05-24 00:00:00,3.8694,57.82,4,Running,
RES-03038,prod-app-server-3038,STORAGE_BUCKET,gcp,us-west-2,2026-04-24 00:00:00,2.3198,28.88,,decline,team_alpha@company.com
RES-03039,dev_test_node_3039,Blob Storage,Azure  ,us-east-1,2024-07-08 00:00:00,9.3318,67.1%,64,decline,NaN
RES-03040,prod-app-server-3040,Storage Bucket,gcp,NaN,2026-05-04 00:00:00,2.2738,59.74,32,active,NULL
RES-03041,dev_test_node_3041,Database,AWS ,unknown,2025-03-02 00:00:00,9.2993,67.81,2,Running,
RES-03042,prod-app-server-3042,Database,AWS,  us-east-1 ,2026-01-24 00:00:00,$1.213,56.92,8,RUNNING,unknown
RES-03043,dev_test_node_3043,Storage Bucket,NULL,eu-west-1,2024-08-20 00:00:00,,69.24,,DELETED,alpha_ops
RES-03044,prod-app-server-3044,K8s,AWS ,US-East,2024-08-08 00:00:00,9.2054,92.8,32,Stopped,NaN
RES-03045,dev_test_node_3045,Storage Bucket,Azure  ,us-west-2,2025-02-07 00:00:00,8.1653,35.58,2,Error,john.doe@company.com
RES-03046,prod-app-server-3046,SQL Database,azure,eu-west-1,2026-04-14 00:00:00,9.5138,89.96,256,Terminated,team_alpha@company.com
RES-03047,dev_test_node_3047,virtual_machine,Azure,ap-south-1,2024-05-23 00:00:00,0.3649,37.06,8,Stopped,
RES-03048,prod-app-server-3048,VM,AWS,US-East,2025-07-03 00:00:00,9.3311,28.67,8,Error,john.doe@company.com
RES-03049,dev_test_node_3049,K8s,GCP,unknown,2025-10-18 00:00:00,0.8342,86.09,2,RUNNING,beta_dev@company.com
RES-03050,prod-app-server-3050,Storage Bucket,gcp,eu-west-1,2024-03-01 00:00:00,4.0327,75.14,32,decline,unknown
RES-03051,dev_test_node_3051,Database,AWS ,unknown,2024-09-14 00:00:00,8.2757,87.55,128,RUNNING,
RES-03052,prod-app-server-3052,VM,AWS,US-East,2025-04-03 00:00:00,3.4467,85.09,8,Running,team_alpha@company.com
RES-03053,dev_test_node_3053,Lambda,azure,ap-south-1,2024-08-24 00:00:00,3.6573,51.66,2,DELETED,
RES-03054,prod-app-server-3054,Kubernetes Cluster,Google Cloud,us-west-2,2025-01-02 00:00:00,6.2196,68.86,128,RUNNING,NaN
RES-03055,  dev_test_node_3055  ,Storage Bucket,GCP,us-east-1,2026-04-04 00:00:00,$1.173,59.71,128,Stopped,NaN
RES-03056,prod-app-server-3056,Lambda,gcp,  us-east-1 ,2024-10-25 00:00:00,1.6778,84.03,8,RUNNING,NaN
RES-03057,dev_test_node_3057,SQL Database,AWS ,us-west-2,2025-10-20 00:00:00,5.6036,30.9,32,Error,NaN
RES-03058,prod-app-server-3058,Storage Bucket,AWS ,unknown,2025-09-04 00:00:00,5.7578,81.05,128,decline,team_alpha@company.com
RES-03059,dev_test_node_3059,Kubernetes Cluster,Azure,us-west-2,2025-07-22 00:00:00,6.2564,67.11,128,stopped,beta_dev@company.com
RES-03060,prod-app-server-3060,VM,Google Cloud,us-west-2,2025-05-03 00:00:00,8.4058,38.03,256,stopped,system_admin
RES-03061,dev_test_node_3061,Virtual Machine,AWS,US-East,2026-02-14 00:00:00,2.0545,65.54,4,RUNNING,NULL
RES-03062,prod-app-server-3062,Virtual Machine,Azure  ,ap-south-1,2025-07-06 00:00:00,8.0961,73.48,128,stopped,NULL
RES-03063,dev_test_node_3063,Virtual Machine,AWS,NaN,2024-01-10 00:00:00,8.8697,26.64,2,active,alpha_ops
RES-03064,prod-app-server-3064,,AWS ,US-East,2025-08-17 00:00:00,6.7176,90.72,128,active,NULL
RES-03065,dev_test_node_3065,virtual_machine,Azure  ,us-east-1,2024-11-04 00:00:00,1.0516,35.46,64,CRITICAL,NULL
RES-03066,prod-app-server-3066,Database,AWS,eu-west-1,2024-07-20 00:00:00,12.3202,53.81,,DELETED,alpha_ops
RES-03067,dev_test_node_3067,  VM  ,GCP,US-East,2024-10-30 00:00:00,3.9456,29.48,-16,,NaN
RES-03068,prod-app-server-3068,Virtual Machine,Azure,ap-south-1,2026-04-05 00:00:00,5.7468,28.49,4,RUNNING,NULL
RES-03069,dev_test_node_3069,Virtual Machine,AWS,us-east-1,2025-01-27 00:00:00,0.00,6.28,16,RUNNING,system_admin
RES-03070,prod-app-server-3070,,Azure,us-west-2,2024-09-23 00:00:00,5.0237,15.16,2,Terminated,
RES-03071,dev_test_node_3071,VM,aws,us-west-2,2024-06-12 00:00:00,5.5636,43.87,16,RUNNING,system_admin
RES-03072,prod-app-server-3072,virtual_machine,Google Cloud,us-west-2,2025-11-23 00:00:00,12.1063,22.91,32,stopped,team_alpha@company.com
RES-03073,dev_test_node_3073,Blob Storage,Azure  ,US-East,2025-08-19 00:00:00,-4.32,56.16,8,stopped,NaN
RES-03074,prod-app-server-3074,Serverless Function,aws,us-west-2,,8.8806,48.67,2,stopped,alpha_ops
RES-03075,dev_test_node_3075,  VM  ,AWS,eu-west-1,2024-12-06 00:00:00,8.6832,24.85,8,DELETED,NaN
RES-03076,prod-app-server-3076,Lambda,AWS ,us-west-2,2024-09-15 00:00:00,11.9258,66.05,128,decline,system_admin
,dev_test_node_3077,virtual_machine,NULL,  us-east-1 ,2025-12-14 00:00:00,4.8404,21.28,16,stopped,system_admin
RES-03078,prod-app-server-3078,virtual_machine,aws,us-east-1,2025-04-24 00:00:00,2.751,12.91,4,Running,NULL
RES-03079,dev_test_node_3079,Storage Bucket,Azure,us-east-1,2024-09-15 00:00:00,8.7565,48.24,-16,Running,john.doe@company.com
RES-03080,prod-app-server-3080,S3 Bucket,aws,  us-east-1 ,2025-02-04 00:00:00,10.127,26.24,128,stopped,team_alpha@company.com
RES-03081,dev_test_node_3081,STORAGE_BUCKET,gcp,us-east-1,2025-08-15 00:00:00,2.5347,18.52,16,Error,team_alpha@company.com
RES-03082,prod-app-server-3082,Kubernetes Cluster,Google Cloud,us-east-1,2025-02-24 00:00:00,9.6466,17.92,4,DELETED,NaN
RES-03083,dev_test_node_3083,Kubernetes Cluster,Google Cloud,ap-south-1,14/06/2026,5.9158,95.66,256,RUNNING,
RES-03084,prod-app-server-3084,STORAGE_BUCKET,AWS,ap-south-1,2026-03-14 00:00:00,1.3266,60.79,4,RUNNING,alpha_ops
RES-03085,dev_test_node_3085,Blob Storage,AWS ,  us-east-1 ,2026-04-29 00:00:00,6.7096,11.27,16,CRITICAL,
RES-03086,prod-app-server-3086,STORAGE_BUCKET,gcp,eu-west-1,2024-11-26 00:00:00,4.2054,81.75,2,RUNNING,team_alpha@company.com
RES-03087,dev_test_node_3087,Kubernetes Cluster,GCP,US-East,2026-02-24 00:00:00,$0.2229,59.21,64,DELETED,system_admin
RES-03088,prod-app-server-3088,Kubernetes Cluster,AWS,us-west-2,2025-05-25 00:00:00,11.1996,35.83,,DELETED,john.doe@company.com
RES-03089,dev_test_node_3089,Virtual Machine,gcp,us-west-2,2025-07-07 00:00:00,1.8112,46.97,16,Terminated,
RES-03090,prod-app-server-3090,Kubernetes Cluster,Azure  ,  us-east-1 ,2024-01-18 00:00:00,2.1683,17.82,4,active,
RES-03091,dev_test_node_3091,Blob Storage,AWS,us-west-2,2024-01-19 00:00:00,10.4013,5.33,256,Error,NaN
RES-03092,prod-app-server-3092,VM,GCP,unknown,2026-06-05 00:00:00,,354.29,32,Active,system_admin
RES-03093,dev_test_node_3093,Blob Storage,Google Cloud,unknown,2025-11-02 00:00:00,0.8762,82.06,2,Stopped,john.doe@company.com
RES-03094,prod-app-server-3094,SQL Database,Google Cloud,ap-south-1,2025-09-16 00:00:00,9.6466,27.63,8,Active,system_admin
RES-03095,dev_test_node_3095,VM,AWS,unknown,2024-03-09 00:00:00,11.6012,95.06,8,Error,john.doe@company.com
RES-03096,prod-app-server-3096,  VM  ,azure,us-east-1,2024-06-10 00:00:00,-2.31,27.23,16,DELETED,NULL
RES-03097,dev_test_node_3097,Lambda,AWS ,unknown,2025-05-18 00:00:00,7.3963,61.52,16,stopped,beta_dev@company.com
res-03098,prod-app-server-3098,Kubernetes Cluster,Google Cloud,NaN,2025-02-09 00:00:00,11.394,39.68,128,DELETED,
RES-03099,dev_test_node_3099,SQL Database,aws,us-west-2,2025-11-22 00:00:00,4.2437,22.34,8,active,NaN
