Resource_ID,Resource_Name,Resource_Type,Cloud_Provider,Region,Creation_Date,Hourly_Cost,CPU_Utilization_Pct,Memory_Usage_GB,Resource_Status,Owner_Email
RES-03622,prod-app-server-3622,Other,Azure,ap-south-1,2024-04-23,2.5142,77.28,32.0,active,alpha_ops
RES-03623,dev_test_node_3623,Other,Azure,US-East,2025-12-14,8.2021,80.3,64.0,Error,alpha_ops
RES-03624,prod-app-server-3624,Other,AWS,US-East,2024-12-23,4.6922,29.26,2.0,stopped,unknown
RES-03625,dev_test_node_3625,Database Instance,Google Cloud,US-East,2025-04-30,6.5786,88.26,8.0,stopped,team_alpha@company.com
RES-03626,prod-app-server-3626,Virtual Machine,AWS,unknown,2026-04-18,11.0075,79.76,8.0,decline,alpha_ops
RES-03628,prod-app-server-3628,Other,Unknown,eu-west-1,2024-01-19,4.2227,90.11,2.0,active,john.doe@company.com
RES-03629,dev_test_node_3629,Database Instance,Google Cloud,unknown,2024-01-25,4.2373,90.09,2.0,Error,alpha_ops
RES-03631,dev_test_node_3631,Other,Google Cloud,us-west-2,2026-05-27,9.3376,71.02,128.0,decline,john.doe@company.com
RES-03633,dev_test_node_3633,Virtual Machine,AWS,eu-west-1,2026-04-01,1.7681,16.64,8.0,,unknown
RES-03634,prod-app-server-3634,Other,Azure,us-west-2,2024-02-25,7.0094,94.14,128.0,stopped,alpha_ops
RES-03635,dev_test_node_3635,Other,AWS,US-East,2024-03-13,0.8453,7.28,256.0,stopped,
RES-03636,prod-app-server-3636,Other,Google Cloud,ap-south-1,2026-01-21,9.5149,52.43,2.0,CRITICAL,alpha_ops
RES-03637,dev_test_node_3637,Other,AWS,unknown,2025-06-19,7.6775,98.29,16.0,stopped,unknown
RES-03638,prod-app-server-3638,Other,Google Cloud,ap-south-1,2025-04-25,4.5998,43.28,32.0,active,beta_dev@company.com
RES-03639,dev_test_node_3639,Other,Azure,us-east-1,2025-09-15,2.0577,19.44,256.0,Running,
RES-03640,prod-app-server-3640,Virtual Machine,Google Cloud,ap-south-1,2024-04-11,6.4901,47.9,4.0,active,
RES-03641,  dev_test_node_3641  ,Other,AWS,us-east-1,2025-10-11,12.1839,80.65,2.0,CRITICAL,unknown
RES-03642,prod-app-server-3642,Virtual Machine,Google Cloud,us-west-2,2025-09-05,4.8694,35.97,16.0,Terminated,alpha_ops
RES-03643,dev_test_node_3643,Other,Google Cloud,us-west-2,2024-05-09,4.3421,76.51,4.0,CRITICAL,beta_dev@company.com
RES-03644,prod-app-server-3644,Other,Azure,ap-south-1,2025-04-10,7.4612,38.89,2.0,CRITICAL,
RES-03645,dev_test_node_3645,Virtual Machine,AWS,ap-south-1,2025-10-07,12.3819,30.15,2.0,active,team_alpha@company.com
RES-03646,prod-app-server-3646,Virtual Machine,Unknown,eu-west-1,2024-02-21,7.2309,64.46,2.0,CRITICAL,john.doe@company.com
RES-03647,dev_test_node_3647,Other,Azure,,2025-12-28,6.1452,91.96,256.0,decline,beta_dev@company.com
RES-03648,prod-app-server-3648,Other,AWS,US-East,2026-03-17,2.9764,17.95,256.0,stopped,
RES-03649,dev_test_node_3649,Virtual Machine,AWS,us-west-2,2026-05-14,2.1226,27.63,32.0,decline,alpha_ops
RES-03650,prod-app-server-3650,Other,AWS,us-west-2,2025-09-12,3.0627,59.74,8.0,RUNNING,
RES-03651,dev_test_node_3651,Other,Google Cloud,ap-south-1,2025-04-04,5.2949,91.64,8.0,Terminated,unknown
RES-03653,dev_test_node_3653,Other,Azure,US-East,2025-10-08,7.293,81.66,64.0,Terminated,john.doe@company.com
RES-03654,prod-app-server-3654,Other,AWS,  us-east-1 ,2024-08-18,9.4992,91.65,2.0,DELETED,team_alpha@company.com
RES-03655,dev_test_node_3655,Other,Azure,US-East,2024-08-20,7.0107,92.43,128.0,Running,team_alpha@company.com
RES-03658,prod-app-server-3658,Other,Azure,unknown,2024-12-12,6.8553,60.65,2.0,Error,john.doe@company.com
RES-03659,dev_test_node_3659,Virtual Machine,Azure,US-East,2025-09-11,10.689,51.6,64.0,stopped,system_admin
RES-03660,prod-app-server-3660,Other,AWS,ap-south-1,2025-02-09,4.4133,89.27,2.0,Running,john.doe@company.com
RES-03661,dev_test_node_3661,Virtual Machine,AWS,eu-west-1,2026-04-25,11.7582,57.73,2.0,Active,unknown
RES-03662,prod-app-server-3662,Database Instance,AWS,ap-south-1,2024-01-10,9.5363,86.72,4.0,Running,
RES-03663,dev_test_node_3663,Virtual Machine,AWS,eu-west-1,2025-10-01,7.6856,75.51,64.0,active,unknown
RES-03664,prod-app-server-3664,Other,AWS,  us-east-1 ,2025-07-28,11.2644,94.68,32.0,active,
RES-03665,dev_test_node_3665,Other,Azure,us-west-2,2025-06-26,3.907,86.58,,Terminated,
RES-03666,prod-app-server-3666,Other,Azure,US-East,2025-12-12,6.7966,27.11,2.0,DELETED,
RES-03667,  dev_test_node_3667  ,Other,AWS,ap-south-1,2024-05-04,8.2822,72.15,4.0,RUNNING,beta_dev@company.com
RES-03668,prod-app-server-3668,Virtual Machine,Azure,us-west-2,2025-06-26,3.8136,11.4,64.0,Stopped,
RES-03669,dev_test_node_3669,Other,AWS,  us-east-1 ,2025-12-18,4.5489,98.3,4.0,decline,unknown
RES-03670,prod-app-server-3670,Virtual Machine,Azure,us-east-1,2024-11-04,4.5005,6.05,-16.0,Error,beta_dev@company.com
RES-03671,dev_test_node_3671,Other,AWS,ap-south-1,2024-02-28,0.4262,36.46,32.0,Stopped,
RES-03672,prod-app-server-3672,Database Instance,Azure,US-East,2025-07-11,11.7565,76.31,256.0,Terminated,system_admin
RES-03673,dev_test_node_3673,Other,AWS,eu-west-1,2024-08-12,7.2668,25.91,8.0,stopped,unknown
RES-03674,prod-app-server-3674,Other,AWS,  us-east-1 ,2025-11-14,7.8573,65.46,2.0,Error,beta_dev@company.com
RES-03675,dev_test_node_3675,Virtual Machine,Azure,us-east-1,2025-05-25,1.3081,81.35,32.0,DELETED,system_admin
RES-03676,prod-app-server-3676,Virtual Machine,Google Cloud,eu-west-1,2025-08-21,3.9137,31.67,16.0,decline,john.doe@company.com
RES-03677,dev_test_node_3677,Other,Google Cloud,us-east-1,2024-04-26,7.2272,51.35,32.0,decline,system_admin
RES-03678,prod-app-server-3678,Other,AWS,US-East,2024-03-27,10.3692,40.57,64.0,stopped,
RES-03679,dev_test_node_3679,Database Instance,Google Cloud,US-East,2024-11-29,6.381,81.22,16.0,Terminated,
RES-03680,prod-app-server-3680,Other,Azure,unknown,2024-06-19,9.9423,6.01,32.0,Error,team_alpha@company.com
RES-03681,dev_test_node_3681,Other,Azure,,2024-05-23,1.624,73.85,16.0,RUNNING,system_admin
RES-03682,prod-app-server-3682,Other,Azure,ap-south-1,2025-07-25,10.3476,16.48,128.0,CRITICAL,
RES-03683,  dev_test_node_3683  ,Database Instance,Google Cloud,US-East,2026-05-14,11.0584,19.19,,stopped,beta_dev@company.com
RES-03684,prod-app-server-3684,Virtual Machine,AWS,  us-east-1 ,2026-06-07,7.5599,29.76,256.0,Terminated,system_admin
RES-03685,dev_test_node_3685,Other,Google Cloud,eu-west-1,2026-04-27,4.6282,87.73,64.0,DELETED,system_admin
RES-03686,prod-app-server-3686,Other,Google Cloud,us-east-1,2024-07-03,4.7071,68.02,8.0,CRITICAL,alpha_ops
RES-03688,prod-app-server-3688,Other,Google Cloud,eu-west-1,2025-10-10,6.2985,18.16,4.0,active,
RES-03689,dev_test_node_3689,Database Instance,Google Cloud,unknown,2024-09-06,6.4856,87.15,8.0,,
RES-03690,prod-app-server-3690,Database Instance,AWS,ap-south-1,2024-07-03,11.3495,45.93,16.0,RUNNING,unknown
RES-03691,dev_test_node_3691,Virtual Machine,Azure,,2024-12-18,1.6415,59.83,4.0,Terminated,beta_dev@company.com
RES-03692,prod-app-server-3692,Virtual Machine,Google Cloud,unknown,2024-09-19,8.0607,67.97,4.0,CRITICAL,
RES-03693,dev_test_node_3693,Virtual Machine,Azure,us-east-1,2025-11-14,0.1734,11.53,8.0,Active,alpha_ops
RES-03694,prod-app-server-3694,Other,AWS,  us-east-1 ,2025-02-23,11.0153,14.67,32.0,Running,
RES-03695,dev_test_node_3695,Virtual Machine,Google Cloud,us-west-2,2024-04-12,0.1141,95.75,8.0,active,
RES-03696,prod-app-server-3696,Virtual Machine,Azure,us-west-2,2025-05-07,5.2173,22.73,16.0,Active,
RES-03697,dev_test_node_3697,Other,Unknown,unknown,2026-01-07,9.9926,44.88,64.0,stopped,
RES-03698,prod-app-server-3698,Other,AWS,US-East,2025-12-18,6.1452,22.24,256.0,active,unknown
RES-03699,dev_test_node_3699,Other,AWS,  us-east-1 ,2025-04-12,8.9638,53.91,128.0,Active,team_alpha@company.com
RES-03700,prod-app-server-3700,Database Instance,Google Cloud,  us-east-1 ,2025-04-11,6.1779,84.56,16.0,Active,alpha_ops
RES-03701,dev_test_node_3701,Other,Azure,eu-west-1,2024-09-04,6.8435,96.13,128.0,Running,
RES-03702,prod-app-server-3702,Other,Azure,  us-east-1 ,2026-05-25,9.8356,8.44,256.0,Active,system_admin
RES-03704,prod-app-server-3704,Virtual Machine,Unknown,US-East,2024-03-15,1.8945,92.78,16.0,CRITICAL,
RES-03705,dev_test_node_3705,Database Instance,Google Cloud,ap-south-1,2026-01-08,7.7641,32.76,16.0,DELETED,
RES-03706,prod-app-server-3706,Other,Azure,us-west-2,2024-02-07,12.2869,90.87,4.0,decline,unknown
RES-03707,dev_test_node_3707,Database Instance,AWS,us-west-2,2025-06-01,0.497,47.0,256.0,decline,
RES-03708,prod-app-server-3708,Other,AWS,US-East,2025-06-03,6.5172,46.21,256.0,DELETED,beta_dev@company.com
RES-03709,dev_test_node_3709,Other,Azure,eu-west-1,2025-05-10,2.5773,96.47,4.0,DELETED,john.doe@company.com
RES-03711,dev_test_node_3711,Virtual Machine,Azure,eu-west-1,2026-04-10,3.409,37.33,256.0,decline,beta_dev@company.com
RES-03712,prod-app-server-3712,Other,Azure,us-west-2,2024-07-03,10.946,54.9,64.0,Active,
RES-03713,dev_test_node_3713,Other,Azure,ap-south-1,2024-01-30,6.9107,55.85,-16.0,decline,team_alpha@company.com
RES-03717,dev_test_node_3717,Virtual Machine,AWS,us-east-1,2025-11-07,1.3665,93.14,2.0,decline,
RES-03718,prod-app-server-3718,Virtual Machine,Google Cloud,eu-west-1,2024-07-20,9.6754,78.2,32.0,stopped,team_alpha@company.com
RES-03719,dev_test_node_3719,Other,AWS,us-west-2,2025-05-18,0.1932,65.72,32.0,Stopped,
RES-03720,prod-app-server-3720,Other,AWS,us-east-1,2025-10-17,4.0073,44.2,32.0,Running,john.doe@company.com
RES-03721,dev_test_node_3721,Other,Google Cloud,unknown,2024-02-10,6.348,9.29,128.0,active,john.doe@company.com
RES-03722,  prod-app-server-3722  ,Virtual Machine,Google Cloud,us-east-1,2024-04-09,1.4171,97.52,256.0,CRITICAL,system_admin
RES-03723,dev_test_node_3723,Other,Google Cloud,  us-east-1 ,2024-01-14,1.5795,86.04,16.0,Terminated,beta_dev@company.com
RES-03725,dev_test_node_3725,Other,AWS,  us-east-1 ,2025-01-23,7.5835,53.99,256.0,active,john.doe@company.com
RES-03726,prod-app-server-3726,Virtual Machine,Azure,eu-west-1,2025-07-11,1.6062,87.12,2.0,Active,team_alpha@company.com
RES-03727,dev_test_node_3727,Other,AWS,,2024-12-12,2.2909,76.98,2.0,Active,beta_dev@company.com
RES-03728,prod-app-server-3728,Other,AWS,ap-south-1,2024-04-29,3.5258,84.6,,stopped,
RES-03729,dev_test_node_3729,Virtual Machine,AWS,ap-south-1,2024-11-29,7.5942,50.42,4.0,stopped,alpha_ops
RES-03730,prod-app-server-3730,Virtual Machine,Google Cloud,US-East,2024-03-12,6.1452,49.1,8.0,DELETED,
RES-03731,dev_test_node_3731,Other,Google Cloud,,2025-07-03,9.7106,39.3,2.0,Terminated,unknown
RES-03732,prod-app-server-3732,Other,Google Cloud,unknown,2026-05-19,10.7654,58.05,256.0,Active,john.doe@company.com
RES-03733,dev_test_node_3733,Other,Google Cloud,unknown,2025-07-17,9.874,38.92,8.0,active,
RES-03734,prod-app-server-3734,Other,Google Cloud,unknown,2026-05-31,3.5964,94.42,128.0,active,
RES-03735,dev_test_node_3735,Other,Google Cloud,unknown,2025-04-17,3.7138,68.78,64.0,DELETED,system_admin
RES-03736,prod-app-server-3736,Other,Azure,ap-south-1,2024-10-24,5.2838,33.73,4.0,decline,beta_dev@company.com
RES-03737,dev_test_node_3737,Virtual Machine,AWS,unknown,2024-01-27,0.672,77.6,64.0,decline,unknown
RES-03738,prod-app-server-3738,Virtual Machine,AWS,  us-east-1 ,2024-10-18,7.5552,92.77,4.0,active,beta_dev@company.com
RES-03739,dev_test_node_3739,Virtual Machine,Google Cloud,  us-east-1 ,2026-03-13,1.9896,34.25,4.0,CRITICAL,
RES-03740,prod-app-server-3740,Other,Google Cloud,ap-south-1,2025-01-14,6.9622,57.08,64.0,Running,
RES-03741,dev_test_node_3741,Other,AWS,unknown,2025-06-26,2.3897,63.86,32.0,Error,beta_dev@company.com
RES-03742,prod-app-server-3742,Other,Google Cloud,unknown,2025-11-04,3.8635,41.63,-16.0,decline,beta_dev@company.com
RES-03743,dev_test_node_3743,Database Instance,Google Cloud,unknown,2025-09-23,3.4904,91.16,64.0,DELETED,alpha_ops
RES-03744,prod-app-server-3744,Other,AWS,eu-west-1,2024-12-16,9.7123,69.06,16.0,Stopped,john.doe@company.com
RES-03745,dev_test_node_3745,Other,Google Cloud,unknown,2024-02-06,6.1452,77.55,32.0,DELETED,beta_dev@company.com
RES-03746,prod-app-server-3746,Other,Azure,eu-west-1,2025-03-29,2.6583,11.95,256.0,RUNNING,system_admin
RES-03747,dev_test_node_3747,Other,AWS,us-west-2,2024-08-20,11.8966,95.39,8.0,active,alpha_ops
RES-03748,prod-app-server-3748,Other,Google Cloud,us-east-1,2026-05-20,0.4848,31.97,,Error,team_alpha@company.com
RES-03749,dev_test_node_3749,Virtual Machine,AWS,us-east-1,2026-04-28,6.5414,22.12,128.0,active,
RES-03750,prod-app-server-3750,Other,Google Cloud,unknown,2024-11-27,9.5734,93.96,16.0,RUNNING,
RES-03751,dev_test_node_3751,Other,AWS,us-east-1,2025-12-25,3.6186,26.73,4.0,Terminated,
RES-03752,prod-app-server-3752,Database Instance,Azure,  us-east-1 ,2025-11-02,4.6683,71.72,,Active,john.doe@company.com
RES-03753,dev_test_node_3753,Other,Google Cloud,unknown,2024-02-23,10.5882,76.03,64.0,Error,
RES-03754,prod-app-server-3754,Other,Azure,ap-south-1,2025-02-28,3.5171,52.08,4.0,Error,system_admin
RES-03755,dev_test_node_3755,Other,Azure,  us-east-1 ,2024-09-08,1.8164,24.23,2.0,RUNNING,alpha_ops
RES-03756,  prod-app-server-3756  ,Other,Azure,,2024-08-08,7.4563,76.68,,RUNNING,alpha_ops
RES-03757,dev_test_node_3757,Virtual Machine,Google Cloud,US-East,2026-05-27,1.3433,9.99,4.0,Stopped,unknown
RES-03758,prod-app-server-3758,Virtual Machine,Azure,  us-east-1 ,2025-06-17,4.8183,89.53,128.0,,alpha_ops
RES-03759,dev_test_node_3759,Other,Azure,  us-east-1 ,2025-10-08,4.6813,35.47,8.0,Error,team_alpha@company.com
RES-03760,  prod-app-server-3760  ,Virtual Machine,Azure,  us-east-1 ,2024-02-17,10.8198,46.26,256.0,CRITICAL,unknown
RES-03762,prod-app-server-3762,Other,Unknown,  us-east-1 ,2025-08-03,11.4753,21.77,32.0,decline,team_alpha@company.com
RES-03763,dev_test_node_3763,Other,Azure,,2025-01-04,8.3821,55.66,32.0,Terminated,
RES-03764,prod-app-server-3764,Other,AWS,US-East,2025-04-07,6.5262,22.48,4.0,RUNNING,
RES-03765,dev_test_node_3765,Other,Google Cloud,  us-east-1 ,2024-02-22,4.1075,6.99,2.0,active,john.doe@company.com
RES-03766,prod-app-server-3766,Other,AWS,unknown,2024-07-09,11.123,71.55,32.0,decline,beta_dev@company.com
RES-03767,dev_test_node_3767,Other,Google Cloud,  us-east-1 ,2024-08-15,10.8899,14.63,-16.0,Terminated,unknown
RES-03768,prod-app-server-3768,Virtual Machine,AWS,us-west-2,2026-01-20,11.212,76.37,4.0,Stopped,unknown
RES-03769,dev_test_node_3769,Virtual Machine,Google Cloud,US-East,2026-04-26,7.4291,50.66,128.0,Active,unknown
RES-03770,prod-app-server-3770,Virtual Machine,Google Cloud,  us-east-1 ,2025-11-23,10.5336,78.83,64.0,RUNNING,alpha_ops
RES-03772,prod-app-server-3772,Other,Google Cloud,eu-west-1,2024-12-31,10.6182,58.22,8.0,Running,
RES-03773,dev_test_node_3773,Other,AWS,us-west-2,2024-08-25,11.6378,8.94,16.0,stopped,system_admin
RES-03775,  dev_test_node_3775  ,Other,AWS,  us-east-1 ,2024-04-17,2.5781,20.59,128.0,active,
RES-03777,dev_test_node_3777,Database Instance,Google Cloud,US-East,2025-10-22,11.6084,57.63,128.0,Active,system_admin
RES-03778,prod-app-server-3778,Other,AWS,ap-south-1,2025-01-24,2.5791,79.26,16.0,active,alpha_ops
RES-03779,dev_test_node_3779,Virtual Machine,AWS,US-East,2024-04-22,3.6463,37.15,128.0,active,john.doe@company.com
RES-03780,prod-app-server-3780,Other,AWS,US-East,2026-03-30,7.8217,27.63,4.0,DELETED,alpha_ops
RES-03781,dev_test_node_3781,Other,AWS,ap-south-1,2024-05-14,4.1861,81.58,-16.0,Terminated,
RES-03782,prod-app-server-3782,Other,Azure,  us-east-1 ,2026-02-27,0.1767,80.73,64.0,Terminated,unknown
RES-03783,dev_test_node_3783,Other,AWS,eu-west-1,2024-05-28,0.4142,15.56,8.0,Active,
RES-03784,prod-app-server-3784,Other,AWS,us-west-2,2025-09-27,3.7213,67.22,256.0,Error,team_alpha@company.com
RES-03785,dev_test_node_3785,Other,Google Cloud,eu-west-1,2026-05-23,1.2967,75.94,32.0,active,team_alpha@company.com
RES-03786,prod-app-server-3786,Other,AWS,US-East,2024-02-27,4.8449,11.9,4.0,CRITICAL,
RES-03787,dev_test_node_3787,Virtual Machine,Unknown,US-East,2024-02-10,6.1452,45.39,64.0,Terminated,alpha_ops
RES-03788,prod-app-server-3788,Virtual Machine,Google Cloud,unknown,2024-01-30,3.8389,88.73,64.0,Running,john.doe@company.com
RES-03789,dev_test_node_3789,Other,AWS,  us-east-1 ,2024-01-22,1.9918,78.02,256.0,,
RES-03790,prod-app-server-3790,Virtual Machine,Azure,us-west-2,2025-10-14,1.2662,72.18,32.0,stopped,team_alpha@company.com
RES-03791,dev_test_node_3791,Virtual Machine,AWS,us-west-2,2024-02-22,2.9157,58.22,2.0,Running,
RES-03792,prod-app-server-3792,Virtual Machine,Google Cloud,  us-east-1 ,2025-02-26,6.2904,54.74,2.0,active,
RES-03793,dev_test_node_3793,Other,Azure,US-East,2024-06-10,3.5399,32.57,64.0,active,
RES-03794,prod-app-server-3794,Virtual Machine,Azure,US-East,2024-03-09,0.0955,80.61,4.0,Error,
RES-03795,dev_test_node_3795,Other,AWS,ap-south-1,2024-12-10,11.9324,81.36,8.0,active,
RES-03796,prod-app-server-3796,Other,AWS,eu-west-1,2026-05-14,11.1785,86.46,32.0,CRITICAL,alpha_ops
RES-03797,dev_test_node_3797,Virtual Machine,AWS,us-west-2,2025-11-14,2.3732,29.65,4.0,Stopped,alpha_ops
RES-03798,prod-app-server-3798,Virtual Machine,AWS,eu-west-1,2024-09-14,0.8495,10.25,8.0,RUNNING,
RES-03800,prod-app-server-3800,Virtual Machine,Google Cloud,US-East,2024-03-30,10.8785,91.93,4.0,CRITICAL,
RES-03801,dev_test_node_3801,Virtual Machine,AWS,eu-west-1,2024-01-30,9.1192,13.74,64.0,Stopped,john.doe@company.com
RES-03802,prod-app-server-3802,Other,Azure,  us-east-1 ,2024-04-28,9.5889,49.79,32.0,decline,
RES-03803,dev_test_node_3803,Other,Google Cloud,unknown,2024-06-01,2.0177,82.54,-16.0,DELETED,alpha_ops
RES-03804,prod-app-server-3804,Virtual Machine,AWS,ap-south-1,2025-05-23,10.0187,32.98,-16.0,Terminated,alpha_ops
RES-03806,prod-app-server-3806,Other,Google Cloud,us-east-1,2025-02-18,6.8723,74.85,32.0,decline,system_admin
RES-03807,dev_test_node_3807,Other,Azure,US-East,2025-03-09,3.6685,43.98,256.0,RUNNING,
RES-03809,dev_test_node_3809,Other,Azure,unknown,2025-05-11,8.163,97.16,8.0,RUNNING,john.doe@company.com
RES-03810,prod-app-server-3810,Virtual Machine,Azure,  us-east-1 ,2024-12-05,2.6293,91.1,64.0,CRITICAL,
RES-03811,dev_test_node_3811,Other,Azure,eu-west-1,2024-06-07,9.7922,79.97,128.0,Terminated,
RES-03812,prod-app-server-3812,Virtual Machine,AWS,ap-south-1,2026-03-18,4.324,69.94,32.0,CRITICAL,team_alpha@company.com
RES-03813,dev_test_node_3813,Virtual Machine,Azure,eu-west-1,2025-09-03,2.6894,53.25,256.0,Stopped,alpha_ops
RES-03815,dev_test_node_3815,Other,Azure,US-East,2024-12-12,5.415,38.67,32.0,,system_admin
RES-03817,dev_test_node_3817,Other,AWS,ap-south-1,2025-06-21,1.8691,20.08,32.0,Terminated,team_alpha@company.com
RES-03818,prod-app-server-3818,Other,Azure,  us-east-1 ,2025-10-07,1.6788,90.59,4.0,Running,system_admin
RES-03819,dev_test_node_3819,Other,AWS,US-East,2025-03-06,1.2748,87.94,2.0,Running,john.doe@company.com
RES-03820,prod-app-server-3820,Other,Google Cloud,us-west-2,2026-03-18,11.4917,64.88,16.0,RUNNING,system_admin
RES-03821,dev_test_node_3821,Other,Google Cloud,unknown,2025-08-19,2.3421,78.26,2.0,Stopped,
RES-03823,dev_test_node_3823,Other,Azure,eu-west-1,2024-09-16,7.1018,56.1,,Terminated,team_alpha@company.com
RES-03824,prod-app-server-3824,Virtual Machine,AWS,unknown,2025-03-04,5.925,25.21,4.0,Terminated,unknown
RES-03825,dev_test_node_3825,Database Instance,AWS,us-west-2,2026-04-08,4.4602,11.06,4.0,stopped,system_admin
RES-03826,prod-app-server-3826,Other,Google Cloud,  us-east-1 ,2024-10-14,5.7371,18.91,64.0,Error,system_admin
RES-03827,dev_test_node_3827,Other,AWS,unknown,2025-10-02,4.3931,77.37,,decline,john.doe@company.com
RES-03828,prod-app-server-3828,Database Instance,Azure,US-East,2024-12-12,0.548,21.91,8.0,Active,
RES-03829,dev_test_node_3829,Other,AWS,US-East,2024-09-06,3.2458,25.79,4.0,Running,
RES-03831,dev_test_node_3831,Other,Azure,eu-west-1,2024-03-22,6.1452,57.86,256.0,DELETED,alpha_ops
RES-03832,prod-app-server-3832,Virtual Machine,Google Cloud,us-west-2,2026-01-22,8.2428,33.77,32.0,Stopped,beta_dev@company.com
RES-03833,dev_test_node_3833,Virtual Machine,AWS,eu-west-1,2024-06-21,10.6104,51.36,256.0,DELETED,beta_dev@company.com
RES-03834,prod-app-server-3834,Other,AWS,us-east-1,2025-08-18,5.7198,96.94,256.0,CRITICAL,system_admin
RES-03835,dev_test_node_3835,Other,Azure,US-East,2025-08-07,7.4397,80.74,8.0,Active,john.doe@company.com
RES-03836,prod-app-server-3836,Virtual Machine,AWS,  us-east-1 ,2024-04-01,11.6721,72.93,4.0,stopped,unknown
RES-03837,dev_test_node_3837,Virtual Machine,Azure,  us-east-1 ,2026-02-01,9.35,90.03,128.0,Terminated,unknown
RES-03838,prod-app-server-3838,Other,AWS,us-west-2,2024-03-13,9.2403,98.53,128.0,Terminated,alpha_ops
RES-03839,dev_test_node_3839,Other,Azure,  us-east-1 ,2025-10-24,6.1452,80.74,128.0,Terminated,system_admin
RES-03840,  prod-app-server-3840  ,Other,Google Cloud,  us-east-1 ,2024-12-14,3.3726,74.37,128.0,CRITICAL,alpha_ops
RES-03841,dev_test_node_3841,Other,Azure,US-East,2025-09-11,8.0809,24.43,128.0,stopped,system_admin
RES-03842,prod-app-server-3842,Other,Azure,unknown,2026-02-20,5.2634,20.56,256.0,stopped,team_alpha@company.com
RES-03843,dev_test_node_3843,Other,Google Cloud,,2025-12-05,10.2926,5.86,128.0,decline,
RES-03844,prod-app-server-3844,Database Instance,Google Cloud,  us-east-1 ,2024-07-27,4.1574,15.14,2.0,Active,alpha_ops
RES-03846,prod-app-server-3846,Other,Google Cloud,us-east-1,2024-11-04,0.842,50.38,16.0,Active,team_alpha@company.com
RES-03848,prod-app-server-3848,Virtual Machine,AWS,us-east-1,2025-08-13,0.6394,72.62,128.0,Stopped,system_admin
RES-03849,dev_test_node_3849,Other,Google Cloud,  us-east-1 ,2025-05-27,10.1247,59.3,64.0,DELETED,
RES-03851,dev_test_node_3851,Virtual Machine,Google Cloud,eu-west-1,2025-07-07,8.8028,5.39,8.0,CRITICAL,
RES-03852,prod-app-server-3852,Other,Google Cloud,unknown,2024-08-28,10.2751,10.43,64.0,Running,
RES-03853,dev_test_node_3853,Virtual Machine,Google Cloud,us-east-1,2025-02-06,6.6403,24.27,4.0,Terminated,system_admin
RES-03854,prod-app-server-3854,Virtual Machine,AWS,unknown,2024-12-05,1.8044,49.84,,stopped,system_admin
RES-03855,dev_test_node_3855,Database Instance,Azure,us-west-2,2024-06-06,0.5057,82.27,2.0,stopped,alpha_ops
RES-03856,prod-app-server-3856,Other,Azure,eu-west-1,2026-02-09,8.1493,76.36,64.0,active,
RES-03858,prod-app-server-3858,Virtual Machine,Azure,us-west-2,2025-08-27,7.4724,76.93,64.0,,team_alpha@company.com
RES-03859,dev_test_node_3859,Virtual Machine,AWS,US-East,2025-05-18,5.1881,46.68,4.0,Active,
RES-03860,prod-app-server-3860,Other,Azure,unknown,2025-11-13,3.8168,51.19,64.0,stopped,
RES-03861,dev_test_node_3861,Database Instance,Google Cloud,us-east-1,2025-06-04,11.3512,20.68,256.0,Terminated,system_admin
RES-03862,prod-app-server-3862,Other,AWS,US-East,2025-04-14,1.0009,13.95,256.0,active,team_alpha@company.com
RES-03863,dev_test_node_3863,Other,Google Cloud,us-west-2,2025-06-29,9.6737,23.81,2.0,DELETED,beta_dev@company.com
RES-03864,prod-app-server-3864,Other,Google Cloud,us-east-1,2026-01-03,0.1918,43.98,128.0,active,
RES-03865,dev_test_node_3865,Other,Azure,eu-west-1,2024-09-29,6.5457,23.81,128.0,CRITICAL,team_alpha@company.com
RES-03866,prod-app-server-3866,Other,AWS,us-east-1,2026-03-20,3.4073,57.58,4.0,CRITICAL,john.doe@company.com
RES-03867,dev_test_node_3867,Virtual Machine,AWS,ap-south-1,2025-09-12,2.9969,7.08,2.0,Terminated,beta_dev@company.com
RES-03868,prod-app-server-3868,Virtual Machine,Azure,eu-west-1,2026-02-06,11.2363,44.06,256.0,active,john.doe@company.com
RES-03870,prod-app-server-3870,Virtual Machine,Azure,us-west-2,2025-11-04,1.5302,91.61,64.0,Active,unknown
RES-03871,dev_test_node_3871,Virtual Machine,Google Cloud,US-East,2024-01-09,11.0566,32.55,,decline,
RES-03872,prod-app-server-3872,Other,Azure,us-west-2,2024-05-16,11.7347,56.94,16.0,Terminated,beta_dev@company.com
RES-03873,dev_test_node_3873,Virtual Machine,AWS,US-East,2024-11-30,6.1452,63.5,64.0,active,beta_dev@company.com
RES-03875,dev_test_node_3875,Other,Azure,  us-east-1 ,2025-09-01,0.5661,80.47,16.0,stopped,beta_dev@company.com
RES-03876,prod-app-server-3876,Other,Google Cloud,  us-east-1 ,2024-10-24,9.1444,20.02,256.0,active,beta_dev@company.com
RES-03877,dev_test_node_3877,Other,Google Cloud,US-East,2025-05-09,4.7167,42.24,64.0,Running,alpha_ops
RES-03878,prod-app-server-3878,Other,Azure,ap-south-1,2026-03-29,6.215,66.21,64.0,Stopped,
RES-03879,dev_test_node_3879,Other,Google Cloud,us-west-2,2024-03-18,7.602,64.65,8.0,Running,unknown
